x,y
hype boring waste bad boring dont,0
budget,1
please effects terrible poorly bad,0
stupidest boring pointless dont excuse joke,0
dont bad nudity,0
,1
minutes itif minutes,0
dont bad bad wouldnt bad bad bad,0
,0
,0
dont,1
confusing please,0
laughing minutes,1
itll cheesy dont dont bad bad bad waste bad couldnt please,0
dont dont,1
spoiler,0
stupid crap,0
laughing effects budget,0
horrible waste bad,1
boring worse,1
excuses bad,1
minutes couldnt,0
,1
waste,1
hype minutes cgi dont gonna minutes cgi illogical horrible cheezy,0
budget mouths,1
bad whatsoever budget gore awful asleep lame budget rubbish 210,0
unless,1
,1
,1
minutes jokes laugh please,1
cheesy waste rubber,0
210,0
plain seriously,0
rewind laughing yourself swear,1
,1
please laughable dont,0
,0
dont couldnt,1
cheap rubbish garbage bad predictable rubber rubber stupid explosions awful scary trash,0
laugh terrible,1
,1
mess,1
plain dont stupid plain bad horrible,0
stupid dont,0
horrible,1
mess bad unfunny corny continuity stupid dumb jokes laughing scare stupid bad dont waste,0
redeeming,0
budget,1
minutes minutes dont laughing,1
,1
bad bad filler budget unimaginative,0
,1
waste terrible cheesy corny bad moviei bad,0
rented amateurish amateurish,0
,1
,1
,1
poorly asleep,1
,1
,1
cheap,1
,0
stupid bad awful boring cos unimaginative redeeming trash,0
,1
joke minutes effects boring terrible wouldnt wouldnt laugh dont dont,1
dumb sit shelf worse,1
,1
budget sequels,1
,1
,1
couldnt,0
,1
effects effects rent,1
unless warn remotely remotely scary scary poorly worse dont couldnt scary poorly,0
renting rent jokes,1
terrible,1
,0
,1
,0
dont minutes,1
figured bad scary,1
unrealistic minutes unrealistic,1
bad predictable lousy effects boring,0
headache dont bad,0
dont dont minutes dont,0
illogical figured bad couldnt,1
horrible stupid rent poorly dont,0
,1
,1
stink mess budget mess,0
dont,1
budget,0
bad,0
remotely,0
dont,1
rental,1
rent,1
pile steaming dung gore effects dont rubber crap excuse bad excuse lame excuses,0
rented awful laughable unless bad bad,0
honestly lame bad,0
ebay,1
scary scary bad stupid gonna laugh,1
,0
dont lame cheesy stupid stupid continuity,0
awful bad terrible waste,0
,1
,1
dont,1
,1
avoid,1
pointless awful joke trash sucks amateurish,0
cheesy dont,1
bad laugh unfunny,1
bad worse dont boring bad bad bad effects crap 0 lowest awful worse yourself crap,0
,0
seriously rent,0
horrible boring minutes bad crap,0
horrible 90 crappy crappy amateurish bad minutes crap sucks,0
bad gore effects,1
boring,0
spoiler sucked unnecessary,0
mess minutes minutes shelf continuity bad cringe dumb horrible,0
zombies sucks zombies remotely drivel boring boring budget effects zombies couldnt lousy,0
gore horrible worthless junk horrible trash joke,0
,1
dont dont trash,0
minutes,1
dont pathetic bad bad,1
stupid dont,0
effects ripped cheesy boring mess effects effects effects effects,0
stupid dont bad moviei,0
,1
,1
,1
bad bad stupid,0
cgi budget terrible bad poorly,0
,1
bad confusing unfunny,0
couldnt laugh,0
,1
,1
dont yourself,1
pointless,1
rent stupid stupid bad laugh,1
minutes,1
scared scared terrible yourself dont,0
awful horrid worse,0
dont,1
awful terrible cheap cheap unless laugh awful shoddy,0
,1
rented bad wouldnt waste,1
lousy laugh crap pathetic stupid rent crap,0
predictable,1
,0
itll poorly sequels,0
horrible bad unwatchable directtovideo pointless bad dont bad directtovideo couldnt waste rented crap,0
laughable godawful budget cgi,0
dont ebay,1
jokes,0
,1
plain stupid,1
jokes,1
please please,0
boring unfunny jokes filler idiots,0
worse lame lame jokes cheap laugh,0
spoiler dont,1
,0
,0
laugh laugh yourself horrible,1
couldnt,1
snakes horrible snakes snakes effects blockbuster mindless,0
bad stupid unfunny waste headache laugh lame boring awful dont avoid costs,0
,1
90 spoiler bad minutes minutes,0
,0
cheesy wouldnt,0
continuity bad minutes,1
unless sequels,1
bad bother rent bin,0
dont swear ripped yourself awful please effects laugh,1
,1
confusing,0
effects,1
budget laugh,1
,1
disbelief,0
whatsoever budget,0
,1
reviews horrible reviews budget incoherent,1
horrible scary waste dont,0
slasher boring trash bad,0
poorly laughable bad,0
,1
cgi cgi wrap,0
disgusting reviews gore bad wanna hostel trash,1
,1
minutes laugh minutes jokes bad couldnt unless yourself rent dont,1
pathetic,1
spoiler couldnt wrap,1
dont waste couldnt unnecessary,0
,0
effects,1
seriously unnecessary pointless avoid costs unless,0
dont wanna spoiling horrible budget,1
redeeming cheap minutes pathetic terrible continuity mess effects rubber amateurish seriously pile crap please bad couldnt,0
dont bad joke dont effects bad terrible dont bad laughing horrible waste waste stoned download dont,0
unless,0
,1
worse worse redeeming bad trash,0
sit cringe,0
bad plain,0
seagal bad seagal couldnt bad,0
,1
avoid stupid continuity continuity rent,0
vcr effects,1
incoherent whatsoever dont dont dont dont bad laugh,0
holes,1
,1
bad terrible dont whatsoever poorly mess scarier avoid unless,0
bad bad boring stupid waste,0
unrealistic,1
dont yourself jokes,1
,1
boring couldnt lame effects bother,0
,1
minutes gore,1
reviews worse horrible joke holes unrealistic dont waste rubbish,0
figured stupid scary,1
crap,1
,1
effects dumb meaningless,1
budget cheap camcorder cheap boring,0
effects dont effects rent,0
dont minutes,1
rent,1
unrealistic dont,1
slasher gore dont dont slasher,1
minutes couldnt laughing continuity minutes,0
dont,1
,1
dont unless yourself dont,0
budget effects,1
mess turd minutes pointless poorly worse terrible terrible seriously plain bad,0
please dont horrible,1
predictable,1
dont itbut laughing,1
,0
boring boring please,1
dont dont dont,1
budget,1
dont offended,0
laugh,0
gore,1
,1
dont,1
boring stupid,0
laugh,1
minutes seriously,0
,1
,1
toilet crap waste,0
cheap shelves reviews budget crappy cgi effects dont minutes budget dont dont worse,0
bad 310,0
excruciatingly mouths,0
sit mess bad bad tripe,0
budget yourself boring,0
horrible reviews yourself dont fooled scarecrows dont yourself crap,0
dont dont,1
please dont please,1
sit minutes bad,0
stupid bad bad,0
bad bad,0
,1
honestly bad avoid rent dont itd,0
,1
laughing dumb dont dumb effects,0
bad dont laugh dont waste,0
bad,1
,1
dont,1
jokes garbage dont,0
,1
shelves blockbuster figured blockbuster bad cheesy cheesy dont,1
sit laugh dubbing vcr,1
waste horrible bad bad cheap bad boring unoriginal joke laughing predictable crap,0
dont dont terrible dont dont dont laugh bad dont,1
,1
dont plain awful,0
,1
scary effects,0
jokes effects bad,1
,0
dont,1
couldnt pathetic bad stupid,0
worse poorly laugh dont,0
,1
cheap effects,0
dont dont,1
nudity,0
reviews boring sit bad bad,0
,1
,1
mess bad dont,1
budget,1
lame budget joke stupid boring lame worthless worse minutes pointless cgi explosions effects waste asleep jokes budget,0
,1
dont bad disgusting bad bad,0
minutes,0
rented minutes rented couldnt bad bad garbage,0
jokes laugh cheesy,1
minutes predictable,0
dont,1
terrible dont laughable effects joke terrible stupid dont bad bad bad laughing poorly avoid,0
dont seriously effects bad rubber,1
,1
,0
pathetic minutes ugh,0
slasher worse,0
minutes minutes,0
bad bad,0
awful boring joke minimum awful waste please yourself,0
bad effects unless,0
effects cheesy fetched suspend,1
seriously,1
laughing awful,0
scare bad,0
unfunny joke honestly worse reviews,0
shoddy unnecessary,0
dont,1
renting blockbuster sit,1
reviews dont,1
,1
dont seriously laugh,1
,1
dont effects dont,1
laughing,1
,1
bad bad bad worse,1
excuse suffice unless,0
dont cheesy nudity jokes budget honestly sit,1
waste pathetic unrealistic horrible terrible cringe terrible bad,0
dont dumb,0
bad,1
amateurish yourself shelf,0
rented bad crap plain dumb,0
rubbish dont avoid,0
bad bad,0
laugh bad budget trash,0
,1
bothered dont dont,0
laugh pathetic minutes,1
hype laughable pathetic minimum wouldnt sit,0
unless couldnt,0
bad jokes jokes stupid stupid stupid dont stupid,0
bad dont continuity dont bad dumb bad worse,0
awful awful awful awful awful stomach crap,0
pathetic unimaginative poorly,0
scare effects nudity scary yourself,1
awful effects scary horrible couldnt,1
drivel bad bad bad toilet,0
bad fx bad bad dont spoiler,0
,1
,1
garbage cheap awful pile remotely yourself rental garbage mess,0
dont,1
joke mess seriously,0
,1
boring trash plain,0
bad,0
worse,0
dont,1
slasher stomach,0
couldnt costs couldnt couldnt,1
dont,1
bad crap bad budget,0
dont,0
85,1
boring laughable lousy stupid 0 bad bad bad budget boring horrible bad effects bad garbage 90 minutes junk bad directtovideo horrible waste costs,0
budget yourself budget,1
,1
please stupid waste bother,0
,1
worse,1
,1
dont,1
,1
,1
sequels stink,1
sit laugh rubbish,0
,1
excuse scary,1
,1
headache lame reviews,0
awful poorly bad please,0
dont,1
cheesy,0
costs,1
,1
,1
unnecessary,1
unwatchable boring boring laugh plain budget,0
dont,0
dont dont dont bin bad dont,0
dont dont,1
bad bad bad slugs bad bad terrible,0
,1
confusing budget,1
minutes minutes dont pointless minutes pg13,0
awful bad confusing chore,0
,0
,1
,1
effects horrible bad couldnt please dont effects dont effects stupid,0
crap stupid boring stupid stupid,0
minutes,1
,1
,1
worse bad bad cgi snakes dont remotely reviews dont fooled cheap yourself,0
seagal horrible seagal seagal seagal,0
disbelief laughable dont,1
worse predictable laughable cgi cgi gore trash poke,0
,0
redeeming whatsoever unimaginative waste,0
,1
effects cheap effects avoid,0
laughing,1
laugh jokes dont laugh laughing,1
bad cgi,0
bad couldnt rewind terrible corny trash,0
,1
,1
,0
bad moviei minutes,1
rehash dont dont,0
crappy horrible,1
,0
effects,1
,1
explosions,1
gore dont gore offended dont bother budget,1
sit dont scary rent,1
bad worse seriously,0
lame,0
awful,0
confusing seriously confusing cgi stupid warn,1
reviews bad dont whatsoever,1
holes,1
whatsoever unless,0
,1
,1
budget pointless,1
,0
honestly dont,0
bad unrealistic,0
boring pointless,0
,0
wouldnt,1
bad crappy,1
,1
stoned,0
previews terrible awful scary whatsoever scary gonna couldnt excuses wouldnt horrible bad predictable dumb minutes awful laughing seriously laughing joke couldnt rubber vomit garbage waste 010 avoid costs,0
stupid,1
sucked plain stupid terrible dont crap rent vcr rent cents trash,0
boring iti boring wouldnt,1
terrible,1
honestly stupid,1
ripped gore,0
scare costs,1
laugh yourself dont,1
please,1
,1
budget spoiler dont,1
disgusting bad minutes dont dont bad,1
terrible,1
ugh,0
predictable,1
bad couldnt bad bother,0
stupid bad dont,1
scary,1
budget illogical jokes laugh bad dont waste,0
terrible waste pathetic crap seriously,0
please,1
,1
seriously,1
horrible unoriginal holes crap effects sucks incoherent joke bad please bad bad bad bothered,0
crap bad laughable,0
dont,1
previews figured previews unfunny worse,0
bad bad bad bad bad,0
scare dont effects yourself,0
dont cheesy amateurish,1
,0
moviei,1
minutes horrible effects rented reviews,0
stupidest bad bad stupid worse unrealistic,0
budget blockbuster,0
,0
seriously,1
,1
minutes bad awful bad dont mins,0
awful,1
dumbest,0
bad,0
stupid dont disbelief worse bad stupid stupid,0
,1
,1
poorly,1
reviews,1
,1
boring unnecessary dont dont dont,0
excuse offended boring,0
rental bad bad,0
rent garbage chore dont scarecrows sht dont waste lowest,0
bad bad awful whatsoever couldnt,0
dont dont effects,1
unless,1
,1
minutes couldnt,1
laugh worse,1
scary,1
effects effects cgi cgi puns awful 90 horrible worse seriously renting bad,0
bad snakes plain,0
dont,1
sit,1
,0
,0
reviews awful seriously dont,0
couldnt,1
stomach vomit dont please dont dont,0
predictable,1
,1
,1
boring,0
dont effects jokes laugh,1
dont,1
,1
crap dont dumb cheesy dumb unfunny awful dont garbage bin,0
budget sit popcorn,1
bad worse bad garbage,0
confusing,1
bad itll halfway,0
dont wouldnt holes minutes minutes wasting minutes budget bad bad swear,0
rental please,1
,0
lousy bad minutes,0
gore gore effects,0
shelves fastforward mins,0
dont bad minutes,1
dont,0
bad bad laughable existent worse cheap scared bad dont bad dont laughing bad avoid,0
bad wouldnt bad,0
unrealistic pointless,0
garbage stupid pathetic bad dont,0
dont dont,1
effects dont effects rent,0
rent worse effects dont yourself,0
bad bad bad laughable dont reviews waste minutes,0
crap worse,0
bad worse bad bad bad fx stupid bad waste bad zombies,0
dont dont,0
terrible terrible bother,0
couldnt jokes unfunny bad,0
avoid minutes honestly minutes,1
gonna,0
awful terrible cheesy unrealistic reviews,0
itll,0
,1
confusing boring poorly honestly minutes minutes minutes 110 awful excuse avoid,0
bad mess unfunny,0
laughable seriously,0
bad,1
dont laughing,1
sit bad predictable,0
,1
laughing reviews,1
costs dont waste steaming dont avoid,0
worse,1
,0
budget,1
dont,1
,0
crap bad continuity,0
dont worse,0
effects padding 90 predictable scared dont scary dont bad cheap,0
,1
effects effects,1
effects laughing yourself,1
,1
bad bad holes bad gonna laugh cringe,1
wanna rent horrible moviei,0
bad bad bad poorly bother bother,0
worse cheesy bad cheesy,0
awful terrible bad pathetic rented bad,0
gonna freaking worse sht bad,1
worse pathetic excuse effects waste,0
laugh,1
dont,1
minutes dont bad waste unnecessary,0
dont effects sit unless,0
,1
scary laughing,1
,1
couldnt rushed rushed,0
,0
,1
filler filler effects,1
bad reviews effects effects zombies,1
asleep,1
predictable boring,1
suck slasher,1
budget effects junk,0
couldnt whatsoever minutes moviei,0
bad seriously wasting,0
critters bothered,0
stupid sucks bad bad bad,0
explosions,1
rubber sequels sequels sequels camcorder awful bad halfway,0
whatsoever please confusing,1
,0
dont gore slasher dont dont dont,1
rented minutes minutes laugh rent,1
,1
,1
moviei,1
bad shoddy continuity swear continuity rental,0
,1
bad bad bad fx,1
reviews,1
dont,1
,1
yourself dont,1
bad disbelief dont mess spoiler,0
bad crappy horrible,0
,1
dont,0
awful waste horrible unwatchable pathetic,0
awful bad bad cheap cheap,0
dont bother dont trash unfunny dont,0
boring bother dont remotely please seriously,0
dont,1
bad dont couldnt,1
cents scared laugh wouldnt unless effects sit cgi cgi reviews horrid bad effects please please please,1
sucks bad nudity swearing crap,0
worthless couldnt,0
terrible nudity redeeming unrealistic laugh bad,0
cheap halfway laughable pathetic dumber dung,0
90 minutes waste,0
,0
reviews laugh scary,1
dont dont plain budget wrap bad dont dont,1
rented vcr dont sit dont sit,1
bad,0
poorly dont bother,0
scared scared bad,1
bad bad bad 90 unnecessary pathetic pointless bothered dont unnecessary worse nudity warn sit,0
gonna laughable worse holes pointless,0
waste terrible cgi awful stupid trash,0
,0
dont,1
,1
dont,1
,1
,1
garbage pathetic pathetic minutes trash,0
cheap zombies zombies zombies,0
,0
,1
horrible amateurish boring shoddy minutes scary bad,0
terrible,0
,1
terrible laugh 210,0
effects,1
effects cheesy minutes laugh bad sucks rent,0
minutes unfunny dont boring drivel stupid idiots unfunny,0
,1
rented rent,1
dont minutes minutes,1
,1
bad dumber,0
90 minutes couldnt effects,1
laugh,1
,1
,1
,1
bad stomach nudity,0
dont scary fx,1
minutes,1
garbage worse pathetic,0
budget budget reviews worse,0
,1
minutes seriously,1
,1
budget minimum,1
,1
boring honestly,0
holes worse predictable effects,0
unnecessary dont horrible toilet jokes jokes,0
turd turd,0
nudity,1
boring,1
,1
meaningless hype,0
bad,1
nope pathetic meaningless,0
bad predictable cheap,0
,0
joke stupid cheesy laugh jokes,1
seriously,1
bad bad bad bad terrible,0
,0
,0
rented budget rent worse pile pile redeeming spoiler terrible bad 210,0
couldnt lame wasting laughing remotely 90 minutes,0
bad minutes mess worse budget boring dont crap explosions poorly mess,0
,1
budget budget dont bad waste bad bad joke cheap bad cheesy fx cheesy,0
bad ghoulies ghoulies ghoulies cheap puppets cheesy ghoulies ghoulies bad dont ghoulies dont mins,0
laughing stupid stupid,1
dont,1
,1
wouldnt budget yourself mess yourself,0
budget effects,1
waste please dont waste,0
iti,1
snakes snakes joke dont unless snakes snakes joke budget fx effects snakes cgi snakes laugh snakes,0
,1
seriously laugh,1
dont bad dont,1
lowest,1
horrible horrible horrible horrible horrible horrible,0
lame dont predictable yourself effects,0
,1
,1
mess,0
wanna,0
effects,1
,0
,1
,1
seagal seagal fetched,0
jokes bad bad please bad terrible worse rubber asleep minutes sucked dont,0
